67+81->7+1=8,6+8=4c1->148
61+39->1+9=0c1,6+3+1=0c1->100
14+97->4+7=1c1,1+9+1=1c1->111
21+90->1+0=1,2+9=1c1->111
24+4->4+4=8,2+0=2->28
58+94->8+4=2c1,5+9+1=5c1->152
61+13->1+3=4,6+1=7->74
8+42->8+2=0c1,0+4+1=5c0->50
74+70->4+0=4,7+7=4c1->144
34+3->4+3=7,3+0=3->37
6+79->6+9=5c1,0+7+1=8c0->85
19+59->9+9=8c1,1+5+1=7c0->78
99+51->9+1=0c1,9+5+1=5c1->150
85+61->5+1=6,8+6=4c1->146
51+35->1+5=6,5+3=8->86
64+38->4+8=2c1,6+3+1=0c1->102
57+98->7+8=5c1,5+9+1=5c1->155
91+51->1+1=2,9+5=4c1->142
59+86->9+6=5c1,5+8+1=4c1->145
88+73->8+3=1c1,8+7+1=6c1->161
74+1->4+1=5,7+0=7->75
45+53->5+3=8,4+5=9->98
39+12->9+2=1c1,3+1+1=5c0->51
51+33->1+3=4,5+3=8->84
36+68->6+8=4c1,3+6+1=0c1->104
97+40->7+0=7,9+4=3c1->137
93+38->3+8=1c1,9+3+1=3c1->131
65+77->5+7=2c1,6+7+1=4c1->142
5+20->5+0=5,0+2=2->25
27+78->7+8=5c1,2+7+1=0c1->105
31+47->1+7=8,3+4=7->78
57+11->7+1=8,5+1=6->68
59+9->9+9=8c1,5+0+1=6c0->68
30+88->0+8=8,3+8=1c1->118
9+3->9+3=2c1->12
61+20->1+0=1,6+2=8->81
15+17->5+7=2c1,1+1+1=3c0->32
59+58->9+8=7c1,5+5+1=1c1->117
98+95->8+5=3c1,9+9+1=9c1->193
75+68->5+8=3c1,7+6+1=4c1->143
3+66->3+6=9,0+6=6->69
42+45->2+5=7,4+4=8->87
41+78->1+8=9,4+7=1c1->119
19+29->9+9=8c1,1+2+1=4c0->48
22+13->2+3=5,2+1=3->35
17+84->7+4=1c1,1+8+1=0c1->101
9+53->9+3=2c1,0+5+1=6c0->62
24+91->4+1=5,2+9=1c1->115
67+33->7+3=0c1,6+3+1=0c1->100
63+78->3+8=1c1,6+7+1=4c1->141
31+97->1+7=8,3+9=2c1->128
39+5->9+5=4c1,3+0+1=4c0->44
98+94->8+4=2c1,9+9+1=9c1->192
5+19->5+9=4c1,0+1+1=2c0->24
51+93->1+3=4,5+9=4c1->144
8+41->8+1=9,0+4=4->49
77+92->7+2=9,7+9=6c1->169
26+24->6+4=0c1,2+2+1=5c0->50
68+88->8+8=6c1,6+8+1=5c1->156
20+53->0+3=3,2+5=7->73
83+75->3+5=8,8+7=5c1->158
67+55->7+5=2c1,6+5+1=2c1->122
66+7->6+7=3c1,6+0+1=7c0->73
11+87->1+7=8,1+8=9->98
13+40->3+0=3,1+4=5->53
44+17->4+7=1c1,4+1+1=6c0->61
37+86->7+6=3c1,3+8+1=2c1->123
96+24->6+4=0c1,9+2+1=2c1->120
25+95->5+5=0c1,2+9+1=2c1->120
5+88->5+8=3c1,0+8+1=9c0->93
44+43->4+3=7,4+4=8->87
15+37->5+7=2c1,1+3+1=5c0->52
51+60->1+0=1,5+6=1c1->111
25+43->5+3=8,2+4=6->68
22+92->2+2=4,2+9=1c1->114
38+50->8+0=8,3+5=8->88
44+7->4+7=1c1,4+0+1=5c0->51
25+93->5+3=8,2+9=1c1->118
30+60->0+0=0,3+6=9->90
63+51->3+1=4,6+5=1c1->114
27+75->7+5=2c1,2+7+1=0c1->102
37+42->7+2=9,3+4=7->79
51+57->1+7=8,5+5=0c1->108
16+61->6+1=7,1+6=7->77
34+51->4+1=5,3+5=8->85
88+32->8+2=0c1,8+3+1=2c1->120
97+76->7+6=3c1,9+7+1=7c1->173
18+46->8+6=4c1,1+4+1=6c0->64
29+83->9+3=2c1,2+8+1=1c1->112
75+35->5+5=0c1,7+3+1=1c1->110
11+1->1+1=2,1+0=1->12
28+2->8+2=0c1,2+0+1=3c0->30
29+67->9+7=6c1,2+6+1=9c0->96
35+34->5+4=9,3+3=6->69
93+10->3+0=3,9+1=0c1->103
41+56->1+6=7,4+5=9->97
83+47->3+7=0c1,8+4+1=3c1->130
26+81->6+1=7,2+8=0c1->107
33+5->3+5=8,3+0=3->38
12+93->2+3=5,1+9=0c1->105
45+25->5+5=0c1,4+2+1=7c0->70
40+20->0+0=0,4+2=6->60
46+17->6+7=3c1,4+1+1=6c0->63
87+11->7+1=8,8+1=9->98
15+14->5+4=9,1+1=2->29
16+31->6+1=7,1+3=4->47
2+79->2+9=1c1,0+7+1=8c0->81
99+79->9+9=8c1,9+7+1=7c1->178
49+52->9+2=1c1,4+5+1=0c1->101
12+48->2+8=0c1,1+4+1=6c0->60
67+96->7+6=3c1,6+9+1=6c1->163
37+64->7+4=1c1,3+6+1=0c1->101
58+25->8+5=3c1,5+2+1=8c0->83
51+55->1+5=6,5+5=0c1->106
74+40->4+0=4,7+4=1c1->114
78+47->8+7=5c1,7+4+1=2c1->125
12+73->2+3=5,1+7=8->85
81+9->1+9=0c1,8+0+1=9c0->90
72+87->2+7=9,7+8=5c1->159
24+54->4+4=8,2+5=7->78
24+95->4+5=9,2+9=1c1->119
26+45->6+5=1c1,2+4+1=7c0->71
47+19->7+9=6c1,4+1+1=6c0->66
92+37->2+7=9,9+3=2c1->129
78+91->8+1=9,7+9=6c1->169
9+35->9+5=4c1,0+3+1=4c0->44
9+90->9+0=9,0+9=9->99
49+30->9+0=9,4+3=7->79
18+32->8+2=0c1,1+3+1=5c0->50
82+76->2+6=8,8+7=5c1->158
82+68->2+8=0c1,8+6+1=5c1->150
10+55->0+5=5,1+5=6->65
64+77->4+7=1c1,6+7+1=4c1->141
85+12->5+2=7,8+1=9->97
22+69->2+9=1c1,2+6+1=9c0->91
48+37->8+7=5c1,4+3+1=8c0->85
23+65->3+5=8,2+6=8->88
70+18->0+8=8,7+1=8->88
84+60->4+0=4,8+6=4c1->144
41+38->1+8=9,4+3=7->79
11+51->1+1=2,1+5=6->62
89+73->9+3=2c1,8+7+1=6c1->162
15+26->5+6=1c1,1+2+1=4c0->41
51+39->1+9=0c1,5+3+1=9c0->90
12+10->2+0=2,1+1=2->22
84+6->4+6=0c1,8+0+1=9c0->90
87+22->7+2=9,8+2=0c1->109
19+84->9+4=3c1,1+8+1=0c1->103
51+27->1+7=8,5+2=7->78
46+53->6+3=9,4+5=9->99
33+87->3+7=0c1,3+8+1=2c1->120
83+72->3+2=5,8+7=5c1->155
5+98->5+8=3c1,0+9+1=0c1->103
12+5->2+5=7,1+0=1->17
22+50->2+0=2,2+5=7->72
81+29->1+9=0c1,8+2+1=1c1->110
15+71->5+1=6,1+7=8->86
94+41->4+1=5,9+4=3c1->135
69+88->9+8=7c1,6+8+1=5c1->157
63+80->3+0=3,6+8=4c1->143
46+25->6+5=1c1,4+2+1=7c0->71
56+90->6+0=6,5+9=4c1->146
67+61->7+1=8,6+6=2c1->128
61+50->1+0=1,6+5=1c1->111
39+35->9+5=4c1,3+3+1=7c0->74
93+54->3+4=7,9+5=4c1->147
74+12->4+2=6,7+1=8->86
55+71->5+1=6,5+7=2c1->126
43+66->3+6=9,4+6=0c1->109
11+88->1+8=9,1+8=9->99
61+30->1+0=1,6+3=9->91
10+60->0+0=0,1+6=7->70
62+62->2+2=4,6+6=2c1->124
22+89->2+9=1c1,2+8+1=1c1->111
36+75->6+5=1c1,3+7+1=1c1->111
3+23->3+3=6,0+2=2->26
7+42->7+2=9,0+4=4->49
93+35->3+5=8,9+3=2c1->128
37+52->7+2=9,3+5=8->89
94+71->4+1=5,9+7=6c1->165
12+47->2+7=9,1+4=5->59
22+86->2+6=8,2+8=0c1->108
8+18->8+8=6c1,0+1+1=2c0->26
4+14->4+4=8,0+1=1->18
98+53->8+3=1c1,9+5+1=5c1->151
33+3->3+3=6,3+0=3->36
21+95->1+5=6,2+9=1c1->116
87+35->7+5=2c1,8+3+1=2c1->122
66+86->6+6=2c1,6+8+1=5c1->152
47+87->7+7=4c1,4+8+1=3c1->134
65+94->5+4=9,6+9=5c1->159
31+63->1+3=4,3+6=9->94
41+84->1+4=5,4+8=2c1->125
80+26->0+6=6,8+2=0c1->106
67+17->7+7=4c1,6+1+1=8c0->84
78+30->8+0=8,7+3=0c1->108
91+4->1+4=5,9+0=9->95
78+86->8+6=4c1,7+8+1=6c1->164
30+45->0+5=5,3+4=7->75
29+94->9+4=3c1,2+9+1=2c1->123
51+15->1+5=6,5+1=6->66
13+56->3+6=9,1+5=6->69
26+10->6+0=6,2+1=3->36
10+30->0+0=0,1+3=4->40
87+36->7+6=3c1,8+3+1=2c1->123
76+29->6+9=5c1,7+2+1=0c1->105
29+55->9+5=4c1,2+5+1=8c0->84
27+38->7+8=5c1,2+3+1=6c0->65
30+30->0+0=0,3+3=6->60
1+79->1+9=0c1,0+7+1=8c0->80
84+3->4+3=7,8+0=8->87
34+13->4+3=7,3+1=4->47
10+45->0+5=5,1+4=5->55
45+37->5+7=2c1,4+3+1=8c0->82
40+69->0+9=9,4+6=0c1->109
44+65->4+5=9,4+6=0c1->109
45+17->5+7=2c1,4+1+1=6c0->62
8+50->8+0=8,0+5=5->58
23+14->3+4=7,2+1=3->37
87+56->7+6=3c1,8+5+1=4c1->143
12+96->2+6=8,1+9=0c1->108
79+70->9+0=9,7+7=4c1->149
86+54->6+4=0c1,8+5+1=4c1->140
23+98->3+8=1c1,2+9+1=2c1->121
24+86->4+6=0c1,2+8+1=1c1->110
11+76->1+6=7,1+7=8->87
95+34->5+4=9,9+3=2c1->129
6+89->6+9=5c1,0+8+1=9c0->95
65+34->5+4=9,6+3=9->99
63+66->3+6=9,6+6=2c1->129
96+8->6+8=4c1,9+0+1=0c1->104
44+2->4+2=6,4+0=4->46
71+61->1+1=2,7+6=3c1->132
75+27->5+7=2c1,7+2+1=0c1->102
73+8->3+8=1c1,7+0+1=8c0->81
66+4->6+4=0c1,6+0+1=7c0->70
55+73->5+3=8,5+7=2c1->128
23+27->3+7=0c1,2+2+1=5c0->50
64+19->4+9=3c1,6+1+1=8c0->83
6+68->6+8=4c1,0+6+1=7c0->74
13+45->3+5=8,1+4=5->58
18+44->8+4=2c1,1+4+1=6c0->62
23+38->3+8=1c1,2+3+1=6c0->61
73+78->3+8=1c1,7+7+1=5c1->151
17+48->7+8=5c1,1+4+1=6c0->65
66+48->6+8=4c1,6+4+1=1c1->114
31+14->1+4=5,3+1=4->45
46+5->6+5=1c1,4+0+1=5c0->51
51+90->1+0=1,5+9=4c1->141
3+16->3+6=9,0+1=1->19
77+59->7+9=6c1,7+5+1=3c1->136
55+96->5+6=1c1,5+9+1=5c1->151
25+29->5+9=4c1,2+2+1=5c0->54
72+37->2+7=9,7+3=0c1->109
36+4->6+4=0c1,3+0+1=4c0->40
89+89->9+9=8c1,8+8+1=7c1->178
88+30->8+0=8,8+3=1c1->118
12+89->2+9=1c1,1+8+1=0c1->101
54+99->4+9=3c1,5+9+1=5c1->153
29+39->9+9=8c1,2+3+1=6c0->68
58+13->8+3=1c1,5+1+1=7c0->71
37+46->7+6=3c1,3+4+1=8c0->83
27+10->7+0=7,2+1=3->37
34+88->4+8=2c1,3+8+1=2c1->122
46+89->6+9=5c1,4+8+1=3c1->135
40+93->0+3=3,4+9=3c1->133
42+86->2+6=8,4+8=2c1->128
20+11->0+1=1,2+1=3->31
43+76->3+6=9,4+7=1c1->119
10+64->0+4=4,1+6=7->74
49+21->9+1=0c1,4+2+1=7c0->70
39+41->9+1=0c1,3+4+1=8c0->80
95+33->5+3=8,9+3=2c1->128
49+82->9+2=1c1,4+8+1=3c1->131
68+61->8+1=9,6+6=2c1->129
22+8->2+8=0c1,2+0+1=3c0->30
83+48->3+8=1c1,8+4+1=3c1->131
83+4->3+4=7,8+0=8->87
28+51->8+1=9,2+5=7->79
75+52->5+2=7,7+5=2c1->127
47+72->7+2=9,4+7=1c1->119
6+44->6+4=0c1,0+4+1=5c0->50
86+24->6+4=0c1,8+2+1=1c1->110
32+11->2+1=3,3+1=4->43
39+91->9+1=0c1,3+9+1=3c1->130
43+84->3+4=7,4+8=2c1->127
56+21->6+1=7,5+2=7->77
21+71->1+1=2,2+7=9->92
3+10->3+0=3,0+1=1->13
67+97->7+7=4c1,6+9+1=6c1->164
85+42->5+2=7,8+4=2c1->127
67+47->7+7=4c1,6+4+1=1c1->114
86+62->6+2=8,8+6=4c1->148
67+42->7+2=9,6+4=0c1->109
73+80->3+0=3,7+8=5c1->153
7+46->7+6=3c1,0+4+1=5c0->53
52+56->2+6=8,5+5=0c1->108
21+59->1+9=0c1,2+5+1=8c0->80
16+1->6+1=7,1+0=1->17
22+17->2+7=9,2+1=3->39
51+56->1+6=7,5+5=0c1->107
86+44->6+4=0c1,8+4+1=3c1->130
44+18->4+8=2c1,4+1+1=6c0->62
9+51->9+1=0c1,0+5+1=6c0->60
81+41->1+1=2,8+4=2c1->122
15+43->5+3=8,1+4=5->58
97+39->7+9=6c1,9+3+1=3c1->136
55+30->5+0=5,5+3=8->85
1+56->1+6=7,0+5=5->57
44+74->4+4=8,4+7=1c1->118
50+30->0+0=0,5+3=8->80
73+61->3+1=4,7+6=3c1->134
82+6->2+6=8,8+0=8->88
94+6->4+6=0c1,9+0+1=0c1->100
36+80->6+0=6,3+8=1c1->116
4+94->4+4=8,0+9=9->98
75+57->5+7=2c1,7+5+1=3c1->132
60+55->0+5=5,6+5=1c1->115
14+60->4+0=4,1+6=7->74
15+78->5+8=3c1,1+7+1=9c0->93
45+44->5+4=9,4+4=8->89
74+53->4+3=7,7+5=2c1->127
8+59->8+9=7c1,0+5+1=6c0->67
24+41->4+1=5,2+4=6->65
49+45->9+5=4c1,4+4+1=9c0->94
52+64->2+4=6,5+6=1c1->116
19+88->9+8=7c1,1+8+1=0c1->107
50+37->0+7=7,5+3=8->87
75+11->5+1=6,7+1=8->86
40+64->0+4=4,4+6=0c1->104
28+38->8+8=6c1,2+3+1=6c0->66
92+89->2+9=1c1,9+8+1=8c1->181
41+86->1+6=7,4+8=2c1->127
79+42->9+2=1c1,7+4+1=2c1->121
71+45->1+5=6,7+4=1c1->116
99+73->9+3=2c1,9+7+1=7c1->172
87+14->7+4=1c1,8+1+1=0c1->101
5+63->5+3=8,0+6=6->68
42+46->2+6=8,4+4=8->88
31+93->1+3=4,3+9=2c1->124
32+40->2+0=2,3+4=7->72
96+99->6+9=5c1,9+9+1=9c1->195
35+33->5+3=8,3+3=6->68
91+96->1+6=7,9+9=8c1->187
3+93->3+3=6,0+9=9->96
15+50->5+0=5,1+5=6->65
26+3->6+3=9,2+0=2->29
28+76->8+6=4c1,2+7+1=0c1->104
34+74->4+4=8,3+7=0c1->108
88+27->8+7=5c1,8+2+1=1c1->115
3+88->3+8=1c1,0+8+1=9c0->91
86+78->6+8=4c1,8+7+1=6c1->164
3+92->3+2=5,0+9=9->95
81+30->1+0=1,8+3=1c1->111
56+11->6+1=7,5+1=6->67
74+32->4+2=6,7+3=0c1->106
66+21->6+1=7,6+2=8->87
1+45->1+5=6,0+4=4->46
29+38->9+8=7c1,2+3+1=6c0->67
94+5->4+5=9,9+0=9->99
61+5->1+5=6,6+0=6->66
18+43->8+3=1c1,1+4+1=6c0->61
18+31->8+1=9,1+3=4->49
95+71->5+1=6,9+7=6c1->166
52+80->2+0=2,5+8=3c1->132
81+54->1+4=5,8+5=3c1->135
74+71->4+1=5,7+7=4c1->145
54+91->4+1=5,5+9=4c1->145
18+56->8+6=4c1,1+5+1=7c0->74
17+4->7+4=1c1,1+0+1=2c0->21
86+67->6+7=3c1,8+6+1=5c1->153
86+32->6+2=8,8+3=1c1->118
8+22->8+2=0c1,0+2+1=3c0->30
94+38->4+8=2c1,9+3+1=3c1->132
63+73->3+3=6,6+7=3c1->136
65+57->5+7=2c1,6+5+1=2c1->122
8+34->8+4=2c1,0+3+1=4c0->42
74+44->4+4=8,7+4=1c1->118
10+14->0+4=4,1+1=2->24
19+34->9+4=3c1,1+3+1=5c0->53
34+98->4+8=2c1,3+9+1=3c1->132
51+83->1+3=4,5+8=3c1->134
21+78->1+8=9,2+7=9->99
35+47->5+7=2c1,3+4+1=8c0->82
37+32->7+2=9,3+3=6->69
94+27->4+7=1c1,9+2+1=2c1->121
74+5->4+5=9,7+0=7->79
21+72->1+2=3,2+7=9->93
66+67->6+7=3c1,6+6+1=3c1->133
2+12->2+2=4,0+1=1->14
62+77->2+7=9,6+7=3c1->139
67+70->7+0=7,6+7=3c1->137
19+19->9+9=8c1,1+1+1=3c0->38
52+8->2+8=0c1,5+0+1=6c0->60
47+3->7+3=0c1,4+0+1=5c0->50
48+73->8+3=1c1,4+7+1=2c1->121
31+86->1+6=7,3+8=1c1->117
48+44->8+4=2c1,4+4+1=9c0->92
27+5->7+5=2c1,2+0+1=3c0->32
75+33->5+3=8,7+3=0c1->108
59+14->9+4=3c1,5+1+1=7c0->73
41+19->1+9=0c1,4+1+1=6c0->60
58+39->8+9=7c1,5+3+1=9c0->97
23+66->3+6=9,2+6=8->89
99+44->9+4=3c1,9+4+1=4c1->143
27+55->7+5=2c1,2+5+1=8c0->82
78+97->8+7=5c1,7+9+1=7c1->175
37+6->7+6=3c1,3+0+1=4c0->43
99+47->9+7=6c1,9+4+1=4c1->146
6+97->6+7=3c1,0+9+1=0c1->103
19+97->9+7=6c1,1+9+1=1c1->116
97+10->7+0=7,9+1=0c1->107
45+86->5+6=1c1,4+8+1=3c1->131
96+64->6+4=0c1,9+6+1=6c1->160
63+36->3+6=9,6+3=9->99
75+5->5+5=0c1,7+0+1=8c0->80
17+28->7+8=5c1,1+2+1=4c0->45
13+90->3+0=3,1+9=0c1->103
99+15->9+5=4c1,9+1+1=1c1->114
33+61->3+1=4,3+6=9->94
29+72->9+2=1c1,2+7+1=0c1->101
63+95->3+5=8,6+9=5c1->158
68+96->8+6=4c1,6+9+1=6c1->164
3+76->3+6=9,0+7=7->79
61+35->1+5=6,6+3=9->96
34+40->4+0=4,3+4=7->74
4+62->4+2=6,0+6=6->66
38+2->8+2=0c1,3+0+1=4c0->40
99+94->9+4=3c1,9+9+1=9c1->193
47+76->7+6=3c1,4+7+1=2c1->123
71+32->1+2=3,7+3=0c1->103
79+36->9+6=5c1,7+3+1=1c1->115
96+40->6+0=6,9+4=3c1->136
15+59->5+9=4c1,1+5+1=7c0->74
45+4->5+4=9,4+0=4->49
10+47->0+7=7,1+4=5->57
95+56->5+6=1c1,9+5+1=5c1->151
53+82->3+2=5,5+8=3c1->135
75+9->5+9=4c1,7+0+1=8c0->84
46+34->6+4=0c1,4+3+1=8c0->80
11+9->1+9=0c1,1+0+1=2c0->20
33+8->3+8=1c1,3+0+1=4c0->41
7+39->7+9=6c1,0+3+1=4c0->46
2+64->2+4=6,0+6=6->66
22+70->2+0=2,2+7=9->92
21+48->1+8=9,2+4=6->69
72+34->2+4=6,7+3=0c1->106
17+97->7+7=4c1,1+9+1=1c1->114
32+4->2+4=6,3+0=3->36
44+72->4+2=6,4+7=1c1->116
21+89->1+9=0c1,2+8+1=1c1->110
85+80->5+0=5,8+8=6c1->165
91+54->1+4=5,9+5=4c1->145
75+51->5+1=6,7+5=2c1->126
42+25->2+5=7,4+2=6->67
69+75->9+5=4c1,6+7+1=4c1->144
10+91->0+1=1,1+9=0c1->101
44+78->4+8=2c1,4+7+1=2c1->122
6+11->6+1=7,0+1=1->17
35+58->5+8=3c1,3+5+1=9c0->93
45+6->5+6=1c1,4+0+1=5c0->51
74+4->4+4=8,7+0=7->78
13+63->3+3=6,1+6=7->76
96+61->6+1=7,9+6=5c1->157
3+25->3+5=8,0+2=2->28
49+77->9+7=6c1,4+7+1=2c1->126
65+41->5+1=6,6+4=0c1->106
25+32->5+2=7,2+3=5->57
64+34->4+4=8,6+3=9->98
15+62->5+2=7,1+6=7->77
13+44->3+4=7,1+4=5->57
26+61->6+1=7,2+6=8->87
91+43->1+3=4,9+4=3c1->134
16+13->6+3=9,1+1=2->29
24+68->4+8=2c1,2+6+1=9c0->92
41+71->1+1=2,4+7=1c1->112
82+84->2+4=6,8+8=6c1->166
50+93->0+3=3,5+9=4c1->143
3+51->3+1=4,0+5=5->54
50+57->0+7=7,5+5=0c1->107
15+13->5+3=8,1+1=2->28
4+23->4+3=7,0+2=2->27
32+98->2+8=0c1,3+9+1=3c1->130
71+27->1+7=8,7+2=9->98
3+37->3+7=0c1,0+3+1=4c0->40
60+45->0+5=5,6+4=0c1->105
37+63->7+3=0c1,3+6+1=0c1->100
24+9->4+9=3c1,2+0+1=3c0->33
52+54->2+4=6,5+5=0c1->106
38+3->8+3=1c1,3+0+1=4c0->41
57+28->7+8=5c1,5+2+1=8c0->85
47+30->7+0=7,4+3=7->77
30+64->0+4=4,3+6=9->94
22+55->2+5=7,2+5=7->77
64+29->4+9=3c1,6+2+1=9c0->93
93+50->3+0=3,9+5=4c1->143
89+51->9+1=0c1,8+5+1=4c1->140
29+63->9+3=2c1,2+6+1=9c0->92
43+55->3+5=8,4+5=9->98
39+85->9+5=4c1,3+8+1=2c1->124
27+60->7+0=7,2+6=8->87
39+47->9+7=6c1,3+4+1=8c0->86
99+89->9+9=8c1,9+8+1=8c1->188
77+42->7+2=9,7+4=1c1->119
61+32->1+2=3,6+3=9->93
3+29->3+9=2c1,0+2+1=3c0->32
46+86->6+6=2c1,4+8+1=3c1->132
64+72->4+2=6,6+7=3c1->136
99+4->9+4=3c1,9+0+1=0c1->103
99+25->9+5=4c1,9+2+1=2c1->124
90+81->0+1=1,9+8=7c1->171
85+54->5+4=9,8+5=3c1->139
77+68->7+8=5c1,7+6+1=4c1->145
85+52->5+2=7,8+5=3c1->137
54+8->4+8=2c1,5+0+1=6c0->62
43+20->3+0=3,4+2=6->63
30+93->0+3=3,3+9=2c1->123
50+67->0+7=7,5+6=1c1->117
84+41->4+1=5,8+4=2c1->125
30+34->0+4=4,3+3=6->64
57+75->7+5=2c1,5+7+1=3c1->132
4+6->4+6=0c1->10
81+48->1+8=9,8+4=2c1->129
73+5->3+5=8,7+0=7->78
66+92->6+2=8,6+9=5c1->158
4+39->4+9=3c1,0+3+1=4c0->43
74+52->4+2=6,7+5=2c1->126
68+11->8+1=9,6+1=7->79
17+93->7+3=0c1,1+9+1=1c1->110
13+72->3+2=5,1+7=8->85
18+1->8+1=9,1+0=1->19
31+8->1+8=9,3+0=3->39
36+12->6+2=8,3+1=4->48
11+99->1+9=0c1,1+9+1=1c1->110
2+51->2+1=3,0+5=5->53
52+42->2+2=4,5+4=9->94
2+28->2+8=0c1,0+2+1=3c0->30
35+92->5+2=7,3+9=2c1->127
39+50->9+0=9,3+5=8->89
86+65->6+5=1c1,8+6+1=5c1->151
49+20->9+0=9,4+2=6->69
53+71->3+1=4,5+7=2c1->124
35+68->5+8=3c1,3+6+1=0c1->103
99+81->9+1=0c1,9+8+1=8c1->180
47+23->7+3=0c1,4+2+1=7c0->70
11+14->1+4=5,1+1=2->25
18+5->8+5=3c1,1+0+1=2c0->23
99+67->9+7=6c1,9+6+1=6c1->166
59+75->9+5=4c1,5+7+1=3c1->134
94+54->4+4=8,9+5=4c1->148
51+50->1+0=1,5+5=0c1->101
56+71->6+1=7,5+7=2c1->127
71+64->1+4=5,7+6=3c1->135
35+77->5+7=2c1,3+7+1=1c1->112
34+10->4+0=4,3+1=4->44
32+93->2+3=5,3+9=2c1->125
69+7->9+7=6c1,6+0+1=7c0->76
94+73->4+3=7,9+7=6c1->167
46+15->6+5=1c1,4+1+1=6c0->61
59+2->9+2=1c1,5+0+1=6c0->61
78+77->8+7=5c1,7+7+1=5c1->155
99+2->9+2=1c1,9+0+1=0c1->101
37+34->7+4=1c1,3+3+1=7c0->71
29+10->9+0=9,2+1=3->39
39+32->9+2=1c1,3+3+1=7c0->71
8+33->8+3=1c1,0+3+1=4c0->41
62+91->2+1=3,6+9=5c1->153
15+23->5+3=8,1+2=3->38
58+10->8+0=8,5+1=6->68
93+84->3+4=7,9+8=7c1->177
7+59->7+9=6c1,0+5+1=6c0->66
71+47->1+7=8,7+4=1c1->118
69+31->9+1=0c1,6+3+1=0c1->100
66+22->6+2=8,6+2=8->88
45+99->5+9=4c1,4+9+1=4c1->144
69+45->9+5=4c1,6+4+1=1c1->114
62+27->2+7=9,6+2=8->89
15+12->5+2=7,1+1=2->27
2+99->2+9=1c1,0+9+1=0c1->101
57+93->7+3=0c1,5+9+1=5c1->150
24+71->4+1=5,2+7=9->95
90+95->0+5=5,9+9=8c1->185
38+20->8+0=8,3+2=5->58
56+50->6+0=6,5+5=0c1->106
39+26->9+6=5c1,3+2+1=6c0->65
11+53->1+3=4,1+5=6->64
79+94->9+4=3c1,7+9+1=7c1->173
25+66->5+6=1c1,2+6+1=9c0->91
30+51->0+1=1,3+5=8->81
43+48->3+8=1c1,4+4+1=9c0->91
98+62->8+2=0c1,9+6+1=6c1->160
59+31->9+1=0c1,5+3+1=9c0->90
59+66->9+6=5c1,5+6+1=2c1->125
49+91->9+1=0c1,4+9+1=4c1->140
34+77->4+7=1c1,3+7+1=1c1->111
79+45->9+5=4c1,7+4+1=2c1->124
52+78->2+8=0c1,5+7+1=3c1->130
41+53->1+3=4,4+5=9->94
24+48->4+8=2c1,2+4+1=7c0->72
49+50->9+0=9,4+5=9->99
60+43->0+3=3,6+4=0c1->103
51+43->1+3=4,5+4=9->94
75+38->5+8=3c1,7+3+1=1c1->113
59+56->9+6=5c1,5+5+1=1c1->115
15+27->5+7=2c1,1+2+1=4c0->42
7+34->7+4=1c1,0+3+1=4c0->41
85+94->5+4=9,8+9=7c1->179
53+42->3+2=5,5+4=9->95
84+9->4+9=3c1,8+0+1=9c0->93
34+49->4+9=3c1,3+4+1=8c0->83
95+74->5+4=9,9+7=6c1->169
54+55->4+5=9,5+5=0c1->109
32+21->2+1=3,3+2=5->53
51+69->1+9=0c1,5+6+1=2c1->120
69+78->9+8=7c1,6+7+1=4c1->147
53+58->3+8=1c1,5+5+1=1c1->111
73+6->3+6=9,7+0=7->79
60+60->0+0=0,6+6=2c1->120
68+38->8+8=6c1,6+3+1=0c1->106
12+3->2+3=5,1+0=1->15
52+30->2+0=2,5+3=8->82
75+87->5+7=2c1,7+8+1=6c1->162
10+84->0+4=4,1+8=9->94
21+5->1+5=6,2+0=2->26
53+64->3+4=7,5+6=1c1->117
6+16->6+6=2c1,0+1+1=2c0->22
95+89->5+9=4c1,9+8+1=8c1->184
56+35->6+5=1c1,5+3+1=9c0->91
64+55->4+5=9,6+5=1c1->119
36+58->6+8=4c1,3+5+1=9c0->94
58+97->8+7=5c1,5+9+1=5c1->155
67+11->7+1=8,6+1=7->78
2+72->2+2=4,0+7=7->74
4+1->4+1=5->5
66+5->6+5=1c1,6+0+1=7c0->71
72+55->2+5=7,7+5=2c1->127
27+88->7+8=5c1,2+8+1=1c1->115
91+63->1+3=4,9+6=5c1->154
38+81->8+1=9,3+8=1c1->119
87+28->7+8=5c1,8+2+1=1c1->115
3+85->3+5=8,0+8=8->88
29+4->9+4=3c1,2+0+1=3c0->33
49+83->9+3=2c1,4+8+1=3c1->132
74+89->4+9=3c1,7+8+1=6c1->163
30+63->0+3=3,3+6=9->93
85+66->5+6=1c1,8+6+1=5c1->151
63+88->3+8=1c1,6+8+1=5c1->151
16+75->6+5=1c1,1+7+1=9c0->91
32+85->2+5=7,3+8=1c1->117
58+59->8+9=7c1,5+5+1=1c1->117
9+65->9+5=4c1,0+6+1=7c0->74
5+27->5+7=2c1,0+2+1=3c0->32
83+97->3+7=0c1,8+9+1=8c1->180
7+25->7+5=2c1,0+2+1=3c0->32
56+49->6+9=5c1,5+4+1=0c1->105
14+54->4+4=8,1+5=6->68
27+68->7+8=5c1,2+6+1=9c0->95
67+29->7+9=6c1,6+2+1=9c0->96
84+8->4+8=2c1,8+0+1=9c0->92
