53+11->3+1=4,5+1=6->64
76+67->6+7=3c1,7+6+1=4c1->143
89+59->9+9=8c1,8+5+1=4c1->148
48+3->8+3=1c1,4+0+1=5c0->51
54+74->4+4=8,5+7=2c1->128
60+12->0+2=2,6+1=7->72
30+86->0+6=6,3+8=1c1->116
12+12->2+2=4,1+1=2->24
90+95->0+5=5,9+9=8c1->185
85+53->5+3=8,8+5=3c1->138
42+47->2+7=9,4+4=8->89
87+57->7+7=4c1,8+5+1=4c1->144
85+33->5+3=8,8+3=1c1->118
60+95->0+5=5,6+9=5c1->155
91+60->1+0=1,9+6=5c1->151
94+71->4+1=5,9+7=6c1->165
43+35->3+5=8,4+3=7->78
6+33->6+3=9,0+3=3->39
13+58->3+8=1c1,1+5+1=7c0->71
67+17->7+7=4c1,6+1+1=8c0->84
58+91->8+1=9,5+9=4c1->149
51+90->1+0=1,5+9=4c1->141
97+55->7+5=2c1,9+5+1=5c1->152
23+97->3+7=0c1,2+9+1=2c1->120
39+33->9+3=2c1,3+3+1=7c0->72
8+88->8+8=6c1,0+8+1=9c0->96
41+4->1+4=5,4+0=4->45
53+9->3+9=2c1,5+0+1=6c0->62
56+61->6+1=7,5+6=1c1->117
73+5->3+5=8,7+0=7->78
67+91->7+1=8,6+9=5c1->158
25+34->5+4=9,2+3=5->59
8+96->8+6=4c1,0+9+1=0c1->104
35+64->5+4=9,3+6=9->99
90+40->0+0=0,9+4=3c1->130
61+27->1+7=8,6+2=8->88
37+15->7+5=2c1,3+1+1=5c0->52
6+61->6+1=7,0+6=6->67
1+50->1+0=1,0+5=5->51
37+86->7+6=3c1,3+8+1=2c1->123
22+38->2+8=0c1,2+3+1=6c0->60
8+71->8+1=9,0+7=7->79
81+58->1+8=9,8+5=3c1->139
9+59->9+9=8c1,0+5+1=6c0->68
23+7->3+7=0c1,2+0+1=3c0->30
58+28->8+8=6c1,5+2+1=8c0->86
69+19->9+9=8c1,6+1+1=8c0->88
92+19->2+9=1c1,9+1+1=1c1->111
52+66->2+6=8,5+6=1c1->118
77+93->7+3=0c1,7+9+1=7c1->170
71+69->1+9=0c1,7+6+1=4c1->140
51+26->1+6=7,5+2=7->77
88+30->8+0=8,8+3=1c1->118
64+51->4+1=5,6+5=1c1->115
55+81->5+1=6,5+8=3c1->136
42+82->2+2=4,4+8=2c1->124
82+97->2+7=9,8+9=7c1->179
90+91->0+1=1,9+9=8c1->181
32+43->2+3=5,3+4=7->75
94+98->4+8=2c1,9+9+1=9c1->192
48+7->8+7=5c1,4+0+1=5c0->55
24+65->4+5=9,2+6=8->89
93+65->3+5=8,9+6=5c1->158
8+7->8+7=5c1->15
76+56->6+6=2c1,7+5+1=3c1->132
21+82->1+2=3,2+8=0c1->103
54+56->4+6=0c1,5+5+1=1c1->110
99+66->9+6=5c1,9+6+1=6c1->165
76+53->6+3=9,7+5=2c1->129
36+58->6+8=4c1,3+5+1=9c0->94
78+26->8+6=4c1,7+2+1=0c1->104
60+91->0+1=1,6+9=5c1->151
50+43->0+3=3,5+4=9->93
91+63->1+3=4,9+6=5c1->154
27+16->7+6=3c1,2+1+1=4c0->43
43+29->3+9=2c1,4+2+1=7c0->72
71+73->1+3=4,7+7=4c1->144
96+76->6+6=2c1,9+7+1=7c1->172
80+50->0+0=0,8+5=3c1->130
32+1->2+1=3,3+0=3->33
93+82->3+2=5,9+8=7c1->175
57+73->7+3=0c1,5+7+1=3c1->130
82+44->2+4=6,8+4=2c1->126
25+80->5+0=5,2+8=0c1->105
32+9->2+9=1c1,3+0+1=4c0->41
20+59->0+9=9,2+5=7->79
19+30->9+0=9,1+3=4->49
48+21->8+1=9,4+2=6->69
35+47->5+7=2c1,3+4+1=8c0->82
60+11->0+1=1,6+1=7->71
7+97->7+7=4c1,0+9+1=0c1->104
49+73->9+3=2c1,4+7+1=2c1->122
75+92->5+2=7,7+9=6c1->167
41+23->1+3=4,4+2=6->64
22+15->2+5=7,2+1=3->37
15+87->5+7=2c1,1+8+1=0c1->102
4+22->4+2=6,0+2=2->26
21+61->1+1=2,2+6=8->82
59+4->9+4=3c1,5+0+1=6c0->63
70+43->0+3=3,7+4=1c1->113
95+32->5+2=7,9+3=2c1->127
35+58->5+8=3c1,3+5+1=9c0->93
15+68->5+8=3c1,1+6+1=8c0->83
43+24->3+4=7,4+2=6->67
40+11->0+1=1,4+1=5->51
98+91->8+1=9,9+9=8c1->189
41+81->1+1=2,4+8=2c1->122
31+6->1+6=7,3+0=3->37
53+31->3+1=4,5+3=8->84
10+11->0+1=1,1+1=2->21
56+22->6+2=8,5+2=7->78
69+97->9+7=6c1,6+9+1=6c1->166
94+85->4+5=9,9+8=7c1->179
9+94->9+4=3c1,0+9+1=0c1->103
87+43->7+3=0c1,8+4+1=3c1->130
35+25->5+5=0c1,3+2+1=6c0->60
74+20->4+0=4,7+2=9->94
64+49->4+9=3c1,6+4+1=1c1->113
24+75->4+5=9,2+7=9->99
25+25->5+5=0c1,2+2+1=5c0->50
14+15->4+5=9,1+1=2->29
47+35->7+5=2c1,4+3+1=8c0->82
88+14->8+4=2c1,8+1+1=0c1->102
41+70->1+0=1,4+7=1c1->111
91+46->1+6=7,9+4=3c1->137
64+19->4+9=3c1,6+1+1=8c0->83
84+71->4+1=5,8+7=5c1->155
10+52->0+2=2,1+5=6->62
51+42->1+2=3,5+4=9->93
88+87->8+7=5c1,8+8+1=7c1->175
92+42->2+2=4,9+4=3c1->134
29+42->9+2=1c1,2+4+1=7c0->71
86+36->6+6=2c1,8+3+1=2c1->122
42+79->2+9=1c1,4+7+1=2c1->121
80+63->0+3=3,8+6=4c1->143
84+37->4+7=1c1,8+3+1=2c1->121
41+98->1+8=9,4+9=3c1->139
34+19->4+9=3c1,3+1+1=5c0->53
58+18->8+8=6c1,5+1+1=7c0->76
69+63->9+3=2c1,6+6+1=3c1->132
35+48->5+8=3c1,3+4+1=8c0->83
7+13->7+3=0c1,0+1+1=2c0->20
29+66->9+6=5c1,2+6+1=9c0->95
38+30->8+0=8,3+3=6->68
55+3->5+3=8,5+0=5->58
26+4->6+4=0c1,2+0+1=3c0->30
22+82->2+2=4,2+8=0c1->104
21+98->1+8=9,2+9=1c1->119
32+98->2+8=0c1,3+9+1=3c1->130
86+63->6+3=9,8+6=4c1->149
55+48->5+8=3c1,5+4+1=0c1->103
21+50->1+0=1,2+5=7->71
64+63->4+3=7,6+6=2c1->127
37+50->7+0=7,3+5=8->87
17+73->7+3=0c1,1+7+1=9c0->90
45+21->5+1=6,4+2=6->66
31+99->1+9=0c1,3+9+1=3c1->130
48+15->8+5=3c1,4+1+1=6c0->63
82+43->2+3=5,8+4=2c1->125
91+66->1+6=7,9+6=5c1->157
29+43->9+3=2c1,2+4+1=7c0->72
15+49->5+9=4c1,1+4+1=6c0->64
88+42->8+2=0c1,8+4+1=3c1->130
72+15->2+5=7,7+1=8->87
55+51->5+1=6,5+5=0c1->106
83+66->3+6=9,8+6=4c1->149
77+42->7+2=9,7+4=1c1->119
29+20->9+0=9,2+2=4->49
46+88->6+8=4c1,4+8+1=3c1->134
35+67->5+7=2c1,3+6+1=0c1->102
6+22->6+2=8,0+2=2->28
90+64->0+4=4,9+6=5c1->154
52+60->2+0=2,5+6=1c1->112
25+66->5+6=1c1,2+6+1=9c0->91
94+78->4+8=2c1,9+7+1=7c1->172
22+42->2+2=4,2+4=6->64
88+64->8+4=2c1,8+6+1=5c1->152
50+37->0+7=7,5+3=8->87
91+96->1+6=7,9+9=8c1->187
50+23->0+3=3,5+2=7->73
34+54->4+4=8,3+5=8->88
74+75->4+5=9,7+7=4c1->149
88+50->8+0=8,8+5=3c1->138
50+40->0+0=0,5+4=9->90
77+63->7+3=0c1,7+6+1=4c1->140
87+93->7+3=0c1,8+9+1=8c1->180
83+99->3+9=2c1,8+9+1=8c1->182
46+79->6+9=5c1,4+7+1=2c1->125
28+1->8+1=9,2+0=2->29
70+19->0+9=9,7+1=8->89
10+71->0+1=1,1+7=8->81
52+20->2+0=2,5+2=7->72
68+53->8+3=1c1,6+5+1=2c1->121
9+88->9+8=7c1,0+8+1=9c0->97
88+60->8+0=8,8+6=4c1->148
49+91->9+1=0c1,4+9+1=4c1->140
47+13->7+3=0c1,4+1+1=6c0->60
75+94->5+4=9,7+9=6c1->169
46+8->6+8=4c1,4+0+1=5c0->54
99+60->9+0=9,9+6=5c1->159
51+33->1+3=4,5+3=8->84
65+7->5+7=2c1,6+0+1=7c0->72
32+21->2+1=3,3+2=5->53
37+33->7+3=0c1,3+3+1=7c0->70
49+1->9+1=0c1,4+0+1=5c0->50
68+78->8+8=6c1,6+7+1=4c1->146
73+83->3+3=6,7+8=5c1->156
77+90->7+0=7,7+9=6c1->167
92+90->2+0=2,9+9=8c1->182
33+4->3+4=7,3+0=3->37
56+40->6+0=6,5+4=9->96
10+98->0+8=8,1+9=0c1->108
35+41->5+1=6,3+4=7->76
20+30->0+0=0,2+3=5->50
83+34->3+4=7,8+3=1c1->117
32+8->2+8=0c1,3+0+1=4c0->40
61+90->1+0=1,6+9=5c1->151
20+85->0+5=5,2+8=0c1->105
52+4->2+4=6,5+0=5->56
78+35->8+5=3c1,7+3+1=1c1->113
26+8->6+8=4c1,2+0+1=3c0->34
46+32->6+2=8,4+3=7->78
9+99->9+9=8c1,0+9+1=0c1->108
62+83->2+3=5,6+8=4c1->145
71+15->1+5=6,7+1=8->86
39+31->9+1=0c1,3+3+1=7c0->70
25+58->5+8=3c1,2+5+1=8c0->83
36+76->6+6=2c1,3+7+1=1c1->112
82+71->2+1=3,8+7=5c1->153
58+20->8+0=8,5+2=7->78
69+43->9+3=2c1,6+4+1=1c1->112
14+70->4+0=4,1+7=8->84
95+59->5+9=4c1,9+5+1=5c1->154
55+54->5+4=9,5+5=0c1->109
18+74->8+4=2c1,1+7+1=9c0->92
37+89->7+9=6c1,3+8+1=2c1->126
55+31->5+1=6,5+3=8->86
35+59->5+9=4c1,3+5+1=9c0->94
59+91->9+1=0c1,5+9+1=5c1->150
21+77->1+7=8,2+7=9->98
12+97->2+7=9,1+9=0c1->109
18+37->8+7=5c1,1+3+1=5c0->55
87+81->7+1=8,8+8=6c1->168
72+64->2+4=6,7+6=3c1->136
21+26->1+6=7,2+2=4->47
23+39->3+9=2c1,2+3+1=6c0->62
95+69->5+9=4c1,9+6+1=6c1->164
38+29->8+9=7c1,3+2+1=6c0->67
4+51->4+1=5,0+5=5->55
64+68->4+8=2c1,6+6+1=3c1->132
32+59->2+9=1c1,3+5+1=9c0->91
96+43->6+3=9,9+4=3c1->139
76+15->6+5=1c1,7+1+1=9c0->91
99+1->9+1=0c1,9+0+1=0c1->100
24+71->4+1=5,2+7=9->95
88+63->8+3=1c1,8+6+1=5c1->151
16+22->6+2=8,1+2=3->38
55+71->5+1=6,5+7=2c1->126
94+61->4+1=5,9+6=5c1->155
45+72->5+2=7,4+7=1c1->117
47+23->7+3=0c1,4+2+1=7c0->70
28+60->8+0=8,2+6=8->88
61+62->1+2=3,6+6=2c1->123
82+1->2+1=3,8+0=8->83
41+44->1+4=5,4+4=8->85
1+48->1+8=9,0+4=4->49
99+74->9+4=3c1,9+7+1=7c1->173
49+24->9+4=3c1,4+2+1=7c0->73
97+2->7+2=9,9+0=9->99
6+12->6+2=8,0+1=1->18
75+80->5+0=5,7+8=5c1->155
39+10->9+0=9,3+1=4->49
4+31->4+1=5,0+3=3->35
3+37->3+7=0c1,0+3+1=4c0->40
64+8->4+8=2c1,6+0+1=7c0->72
77+71->7+1=8,7+7=4c1->148
54+32->4+2=6,5+3=8->86
61+54->1+4=5,6+5=1c1->115
76+95->6+5=1c1,7+9+1=7c1->171
98+23->8+3=1c1,9+2+1=2c1->121
51+66->1+6=7,5+6=1c1->117
6+65->6+5=1c1,0+6+1=7c0->71
88+35->8+5=3c1,8+3+1=2c1->123
96+35->6+5=1c1,9+3+1=3c1->131
80+3->0+3=3,8+0=8->83
37+53->7+3=0c1,3+5+1=9c0->90
69+18->9+8=7c1,6+1+1=8c0->87
82+70->2+0=2,8+7=5c1->152
16+50->6+0=6,1+5=6->66
41+78->1+8=9,4+7=1c1->119
78+70->8+0=8,7+7=4c1->148
58+33->8+3=1c1,5+3+1=9c0->91
24+6->4+6=0c1,2+0+1=3c0->30
18+40->8+0=8,1+4=5->58
21+28->1+8=9,2+2=4->49
25+36->5+6=1c1,2+3+1=6c0->61
31+80->1+0=1,3+8=1c1->111
26+39->6+9=5c1,2+3+1=6c0->65
48+5->8+5=3c1,4+0+1=5c0->53
19+1->9+1=0c1,1+0+1=2c0->20
93+3->3+3=6,9+0=9->96
46+46->6+6=2c1,4+4+1=9c0->92
72+32->2+2=4,7+3=0c1->104
97+17->7+7=4c1,9+1+1=1c1->114
37+93->7+3=0c1,3+9+1=3c1->130
44+20->4+0=4,4+2=6->64
79+17->9+7=6c1,7+1+1=9c0->96
32+28->2+8=0c1,3+2+1=6c0->60
78+30->8+0=8,7+3=0c1->108
13+54->3+4=7,1+5=6->67
71+10->1+0=1,7+1=8->81
72+76->2+6=8,7+7=4c1->148
74+87->4+7=1c1,7+8+1=6c1->161
81+15->1+5=6,8+1=9->96
66+13->6+3=9,6+1=7->79
2+36->2+6=8,0+3=3->38
33+26->3+6=9,3+2=5->59
63+92->3+2=5,6+9=5c1->155
63+2->3+2=5,6+0=6->65
93+1->3+1=4,9+0=9->94
28+32->8+2=0c1,2+3+1=6c0->60
3+39->3+9=2c1,0+3+1=4c0->42
73+28->3+8=1c1,7+2+1=0c1->101
56+77->6+7=3c1,5+7+1=3c1->133
85+74->5+4=9,8+7=5c1->159
17+84->7+4=1c1,1+8+1=0c1->101
76+2->6+2=8,7+0=7->78
64+87->4+7=1c1,6+8+1=5c1->151
97+26->7+6=3c1,9+2+1=2c1->123
20+24->0+4=4,2+2=4->44
10+89->0+9=9,1+8=9->99
73+98->3+8=1c1,7+9+1=7c1->171
34+59->4+9=3c1,3+5+1=9c0->93
50+20->0+0=0,5+2=7->70
13+74->3+4=7,1+7=8->87
80+79->0+9=9,8+7=5c1->159
94+79->4+9=3c1,9+7+1=7c1->173
31+20->1+0=1,3+2=5->51
34+88->4+8=2c1,3+8+1=2c1->122
30+88->0+8=8,3+8=1c1->118
18+7->8+7=5c1,1+0+1=2c0->25
81+30->1+0=1,8+3=1c1->111
34+49->4+9=3c1,3+4+1=8c0->83
27+48->7+8=5c1,2+4+1=7c0->75
51+80->1+0=1,5+8=3c1->131
63+70->3+0=3,6+7=3c1->133
2+56->2+6=8,0+5=5->58
7+12->7+2=9,0+1=1->19
63+55->3+5=8,6+5=1c1->118
26+99->6+9=5c1,2+9+1=2c1->125
56+84->6+4=0c1,5+8+1=4c1->140
96+19->6+9=5c1,9+1+1=1c1->115
56+81->6+1=7,5+8=3c1->137
1+97->1+7=8,0+9=9->98
48+50->8+0=8,4+5=9->98
79+23->9+3=2c1,7+2+1=0c1->102
88+28->8+8=6c1,8+2+1=1c1->116
19+19->9+9=8c1,1+1+1=3c0->38
1+13->1+3=4,0+1=1->14
34+78->4+8=2c1,3+7+1=1c1->112
69+59->9+9=8c1,6+5+1=2c1->128
9+95->9+5=4c1,0+9+1=0c1->104
44+27->4+7=1c1,4+2+1=7c0->71
7+54->7+4=1c1,0+5+1=6c0->61
8+19->8+9=7c1,0+1+1=2c0->27
72+33->2+3=5,7+3=0c1->105
28+57->8+7=5c1,2+5+1=8c0->85
44+59->4+9=3c1,4+5+1=0c1->103
5+26->5+6=1c1,0+2+1=3c0->31
37+55->7+5=2c1,3+5+1=9c0->92
79+64->9+4=3c1,7+6+1=4c1->143
8+62->8+2=0c1,0+6+1=7c0->70
68+74->8+4=2c1,6+7+1=4c1->142
70+97->0+7=7,7+9=6c1->167
15+36->5+6=1c1,1+3+1=5c0->51
39+3->9+3=2c1,3+0+1=4c0->42
6+31->6+1=7,0+3=3->37
78+17->8+7=5c1,7+1+1=9c0->95
23+15->3+5=8,2+1=3->38
37+26->7+6=3c1,3+2+1=6c0->63
51+4->1+4=5,5+0=5->55
29+10->9+0=9,2+1=3->39
69+74->9+4=3c1,6+7+1=4c1->143
11+31->1+1=2,1+3=4->42
40+33->0+3=3,4+3=7->73
8+20->8+0=8,0+2=2->28
54+88->4+8=2c1,5+8+1=4c1->142
45+75->5+5=0c1,4+7+1=2c1->120
16+49->6+9=5c1,1+4+1=6c0->65
59+39->9+9=8c1,5+3+1=9c0->98
16+79->6+9=5c1,1+7+1=9c0->95
7+77->7+7=4c1,0+7+1=8c0->84
15+16->5+6=1c1,1+1+1=3c0->31
66+27->6+7=3c1,6+2+1=9c0->93
49+94->9+4=3c1,4+9+1=4c1->143
86+90->6+0=6,8+9=7c1->176
92+84->2+4=6,9+8=7c1->176
57+22->7+2=9,5+2=7->79
68+70->8+0=8,6+7=3c1->138
56+42->6+2=8,5+4=9->98
73+60->3+0=3,7+6=3c1->133
53+44->3+4=7,5+4=9->97
10+18->0+8=8,1+1=2->28
31+18->1+8=9,3+1=4->49
28+55->8+5=3c1,2+5+1=8c0->83
22+61->2+1=3,2+6=8->83
57+57->7+7=4c1,5+5+1=1c1->114
51+89->1+9=0c1,5+8+1=4c1->140
20+72->0+2=2,2+7=9->92
89+55->9+5=4c1,8+5+1=4c1->144
29+61->9+1=0c1,2+6+1=9c0->90
12+65->2+5=7,1+6=7->77
40+36->0+6=6,4+3=7->76
68+91->8+1=9,6+9=5c1->159
37+47->7+7=4c1,3+4+1=8c0->84
99+8->9+8=7c1,9+0+1=0c1->107
78+63->8+3=1c1,7+6+1=4c1->141
63+87->3+7=0c1,6+8+1=5c1->150
10+95->0+5=5,1+9=0c1->105
34+61->4+1=5,3+6=9->95
71+7->1+7=8,7+0=7->78
5+59->5+9=4c1,0+5+1=6c0->64
79+60->9+0=9,7+6=3c1->139
14+44->4+4=8,1+4=5->58
96+53->6+3=9,9+5=4c1->149
42+89->2+9=1c1,4+8+1=3c1->131
68+20->8+0=8,6+2=8->88
17+87->7+7=4c1,1+8+1=0c1->104
64+28->4+8=2c1,6+2+1=9c0->92
86+61->6+1=7,8+6=4c1->147
58+60->8+0=8,5+6=1c1->118
1+30->1+0=1,0+3=3->31
27+56->7+6=3c1,2+5+1=8c0->83
43+22->3+2=5,4+2=6->65
27+13->7+3=0c1,2+1+1=4c0->40
11+23->1+3=4,1+2=3->34
84+72->4+2=6,8+7=5c1->156
57+51->7+1=8,5+5=0c1->108
71+6->1+6=7,7+0=7->77
97+51->7+1=8,9+5=4c1->148
60+98->0+8=8,6+9=5c1->158
31+63->1+3=4,3+6=9->94
6+95->6+5=1c1,0+9+1=0c1->101
89+96->9+6=5c1,8+9+1=8c1->185
37+94->7+4=1c1,3+9+1=3c1->131
62+27->2+7=9,6+2=8->89
52+79->2+9=1c1,5+7+1=3c1->131
30+13->0+3=3,3+1=4->43
35+65->5+5=0c1,3+6+1=0c1->100
94+99->4+9=3c1,9+9+1=9c1->193
67+86->7+6=3c1,6+8+1=5c1->153
21+60->1+0=1,2+6=8->81
47+22->7+2=9,4+2=6->69
48+98->8+8=6c1,4+9+1=4c1->146
76+91->6+1=7,7+9=6c1->167
55+5->5+5=0c1,5+0+1=6c0->60
10+78->0+8=8,1+7=8->88
99+4->9+4=3c1,9+0+1=0c1->103
19+16->9+6=5c1,1+1+1=3c0->35
84+85->4+5=9,8+8=6c1->169
13+14->3+4=7,1+1=2->27
3+30->3+0=3,0+3=3->33
33+11->3+1=4,3+1=4->44
52+93->2+3=5,5+9=4c1->145
83+48->3+8=1c1,8+4+1=3c1->131
81+10->1+0=1,8+1=9->91
4+36->4+6=0c1,0+3+1=4c0->40
62+67->2+7=9,6+6=2c1->129
86+79->6+9=5c1,8+7+1=6c1->165
23+72->3+2=5,2+7=9->95
44+46->4+6=0c1,4+4+1=9c0->90
92+28->2+8=0c1,9+2+1=2c1->120
85+97->5+7=2c1,8+9+1=8c1->182
91+27->1+7=8,9+2=1c1->118
18+72->8+2=0c1,1+7+1=9c0->90
88+79->8+9=7c1,8+7+1=6c1->167
29+58->9+8=7c1,2+5+1=8c0->87
1+40->1+0=1,0+4=4->41
76+20->6+0=6,7+2=9->96
91+58->1+8=9,9+5=4c1->149
33+97->3+7=0c1,3+9+1=3c1->130
56+31->6+1=7,5+3=8->87
97+44->7+4=1c1,9+4+1=4c1->141
18+69->8+9=7c1,1+6+1=8c0->87
22+54->2+4=6,2+5=7->76
64+57->4+7=1c1,6+5+1=2c1->121
50+34->0+4=4,5+3=8->84
39+2->9+2=1c1,3+0+1=4c0->41
20+8->0+8=8,2+0=2->28
70+96->0+6=6,7+9=6c1->166
82+84->2+4=6,8+8=6c1->166
6+83->6+3=9,0+8=8->89
77+88->7+8=5c1,7+8+1=6c1->165
35+68->5+8=3c1,3+6+1=0c1->103
88+5->8+5=3c1,8+0+1=9c0->93
98+98->8+8=6c1,9+9+1=9c1->196
57+89->7+9=6c1,5+8+1=4c1->146
43+99->3+9=2c1,4+9+1=4c1->142
92+65->2+5=7,9+6=5c1->157
49+92->9+2=1c1,4+9+1=4c1->141
72+16->2+6=8,7+1=8->88
12+40->2+0=2,1+4=5->52
30+37->0+7=7,3+3=6->67
15+80->5+0=5,1+8=9->95
12+67->2+7=9,1+6=7->79
99+89->9+9=8c1,9+8+1=8c1->188
7+52->7+2=9,0+5=5->59
34+32->4+2=6,3+3=6->66
62+95->2+5=7,6+9=5c1->157
88+43->8+3=1c1,8+4+1=3c1->131
34+44->4+4=8,3+4=7->78
44+93->4+3=7,4+9=3c1->137
67+66->7+6=3c1,6+6+1=3c1->133
24+41->4+1=5,2+4=6->65
40+66->0+6=6,4+6=0c1->106
18+20->8+0=8,1+2=3->38
95+15->5+5=0c1,9+1+1=1c1->110
65+98->5+8=3c1,6+9+1=6c1->163
66+92->6+2=8,6+9=5c1->158
19+51->9+1=0c1,1+5+1=7c0->70
81+2->1+2=3,8+0=8->83
62+90->2+0=2,6+9=5c1->152
91+72->1+2=3,9+7=6c1->163
86+55->6+5=1c1,8+5+1=4c1->141
46+54->6+4=0c1,4+5+1=0c1->100
79+84->9+4=3c1,7+8+1=6c1->163
23+68->3+8=1c1,2+6+1=9c0->91
72+40->2+0=2,7+4=1c1->112
67+95->7+5=2c1,6+9+1=6c1->162
41+38->1+8=9,4+3=7->79
83+81->3+1=4,8+8=6c1->164
58+66->8+6=4c1,5+6+1=2c1->124
1+45->1+5=6,0+4=4->46
7+72->7+2=9,0+7=7->79
64+66->4+6=0c1,6+6+1=3c1->130
19+8->9+8=7c1,1+0+1=2c0->27
89+42->9+2=1c1,8+4+1=3c1->131
39+99->9+9=8c1,3+9+1=3c1->138
76+16->6+6=2c1,7+1+1=9c0->92
82+4->2+4=6,8+0=8->86
9+91->9+1=0c1,0+9+1=0c1->100
99+90->9+0=9,9+9=8c1->189
63+68->3+8=1c1,6+6+1=3c1->131
18+5->8+5=3c1,1+0+1=2c0->23
98+14->8+4=2c1,9+1+1=1c1->112
41+67->1+7=8,4+6=0c1->108
83+22->3+2=5,8+2=0c1->105
52+15->2+5=7,5+1=6->67
76+9->6+9=5c1,7+0+1=8c0->85
71+23->1+3=4,7+2=9->94
97+4->7+4=1c1,9+0+1=0c1->101
9+53->9+3=2c1,0+5+1=6c0->62
92+58->2+8=0c1,9+5+1=5c1->150
8+82->8+2=0c1,0+8+1=9c0->90
31+97->1+7=8,3+9=2c1->128
93+22->3+2=5,9+2=1c1->115
36+60->6+0=6,3+6=9->96
10+39->0+9=9,1+3=4->49
42+33->2+3=5,4+3=7->75
93+94->3+4=7,9+9=8c1->187
69+30->9+0=9,6+3=9->99
44+43->4+3=7,4+4=8->87
81+75->1+5=6,8+7=5c1->156
95+76->5+6=1c1,9+7+1=7c1->171
61+44->1+4=5,6+4=0c1->105
66+2->6+2=8,6+0=6->68
36+94->6+4=0c1,3+9+1=3c1->130
4+70->4+0=4,0+7=7->74
15+22->5+2=7,1+2=3->37
58+12->8+2=0c1,5+1+1=7c0->70
61+65->1+5=6,6+6=2c1->126
60+6->0+6=6,6+0=6->66
70+22->0+2=2,7+2=9->92
58+37->8+7=5c1,5+3+1=9c0->95
71+83->1+3=4,7+8=5c1->154
64+47->4+7=1c1,6+4+1=1c1->111
66+80->6+0=6,6+8=4c1->146
52+89->2+9=1c1,5+8+1=4c1->141
58+86->8+6=4c1,5+8+1=4c1->144
14+52->4+2=6,1+5=6->66
62+40->2+0=2,6+4=0c1->102
14+7->4+7=1c1,1+0+1=2c0->21
59+59->9+9=8c1,5+5+1=1c1->118
51+31->1+1=2,5+3=8->82
23+32->3+2=5,2+3=5->55
13+33->3+3=6,1+3=4->46
45+28->5+8=3c1,4+2+1=7c0->73
97+36->7+6=3c1,9+3+1=3c1->133
52+11->2+1=3,5+1=6->63
8+86->8+6=4c1,0+8+1=9c0->94
54+8->4+8=2c1,5+0+1=6c0->62
98+5->8+5=3c1,9+0+1=0c1->103
98+35->8+5=3c1,9+3+1=3c1->133
35+37->5+7=2c1,3+3+1=7c0->72
33+72->3+2=5,3+7=0c1->105
88+81->8+1=9,8+8=6c1->169
30+25->0+5=5,3+2=5->55
23+25->3+5=8,2+2=4->48
76+84->6+4=0c1,7+8+1=6c1->160
50+39->0+9=9,5+3=8->89
55+9->5+9=4c1,5+0+1=6c0->64
82+62->2+2=4,8+6=4c1->144
11+74->1+4=5,1+7=8->85
91+9->1+9=0c1,9+0+1=0c1->100
88+72->8+2=0c1,8+7+1=6c1->160
42+87->2+7=9,4+8=2c1->129
86+99->6+9=5c1,8+9+1=8c1->185
40+18->0+8=8,4+1=5->58
49+99->9+9=8c1,4+9+1=4c1->148
79+75->9+5=4c1,7+7+1=5c1->154
96+75->6+5=1c1,9+7+1=7c1->171
75+9->5+9=4c1,7+0+1=8c0->84
15+24->5+4=9,1+2=3->39
34+58->4+8=2c1,3+5+1=9c0->92
72+99->2+9=1c1,7+9+1=7c1->171
99+16->9+6=5c1,9+1+1=1c1->115
22+97->2+7=9,2+9=1c1->119
90+78->0+8=8,9+7=6c1->168
17+50->7+0=7,1+5=6->67
53+65->3+5=8,5+6=1c1->118
95+75->5+5=0c1,9+7+1=7c1->170
82+54->2+4=6,8+5=3c1->136
79+73->9+3=2c1,7+7+1=5c1->152
93+36->3+6=9,9+3=2c1->129
7+35->7+5=2c1,0+3+1=4c0->42
28+72->8+2=0c1,2+7+1=0c1->100
95+58->5+8=3c1,9+5+1=5c1->153
98+47->8+7=5c1,9+4+1=4c1->145
3+38->3+8=1c1,0+3+1=4c0->41
47+95->7+5=2c1,4+9+1=4c1->142
94+72->4+2=6,9+7=6c1->166
55+78->5+8=3c1,5+7+1=3c1->133
75+91->5+1=6,7+9=6c1->166
60+51->0+1=1,6+5=1c1->111
5+28->5+8=3c1,0+2+1=3c0->33
42+7->2+7=9,4+0=4->49
38+27->8+7=5c1,3+2+1=6c0->65
77+7->7+7=4c1,7+0+1=8c0->84
39+78->9+8=7c1,3+7+1=1c1->117
83+73->3+3=6,8+7=5c1->156
3+23->3+3=6,0+2=2->26
51+55->1+5=6,5+5=0c1->106
90+65->0+5=5,9+6=5c1->155
43+9->3+9=2c1,4+0+1=5c0->52
6+41->6+1=7,0+4=4->47
23+42->3+2=5,2+4=6->65
5+2->5+2=7->7
99+71->9+1=0c1,9+7+1=7c1->170
34+8->4+8=2c1,3+0+1=4c0->42
87+44->7+4=1c1,8+4+1=3c1->131
44+79->4+9=3c1,4+7+1=2c1->123
43+11->3+1=4,4+1=5->54
40+69->0+9=9,4+6=0c1->109
41+64->1+4=5,4+6=0c1->105
10+38->0+8=8,1+3=4->48
6+58->6+8=4c1,0+5+1=6c0->64
70+68->0+8=8,7+6=3c1->138
56+24->6+4=0c1,5+2+1=8c0->80
6+3->6+3=9->9
